Business situation,Confidence indicator,Construction,Hours,Orders,Interest rate spread,Share prices,CLI,Gross Domestic Product (GDP)
-4.6,88.01219403,99.12663287,40.2,98.54439982,1.66,54.5954165,98.25469602,99.37193776
-19,88.98054335,99.1314496,40.1,98.43430299,2.08,55.06463998,98.30023241,99.2519385
-10,90.27167578,99.14312844,40.1,98.36416458,2.56,56.99182793,98.45169477,99.1734759
-6.6,95.54379987,99.16014945,40.2,98.35507599,3.27,57.73237684,98.69010389,99.13324101
-1.8,100.0627634,99.18006792,40.2,98.40413344,3.31,57.6208309,98.96630659,99.11917397
6.4,97.58809289,99.1988322,40.2,98.49727815,3.17,56.4110585,99.22823262,99.11629257
10,102.9678114,99.21340087,40.5,98.58792111,3.55,59.49041955,99.42538876,99.11062397
8.8,100.0627634,99.22580947,40.6,98.66428871,3.46,58.18820732,99.50771676,99.09233624
10.4,104.2589438,99.23782268,40.6,98.71841281,3.41,57.02320315,99.45739626,99.05468257
11.6,99.41719717,99.24888597,40.7,98.74657675,3.18,53.90806498,99.2821073,98.99384581
2.4,94.79063929,99.26029984,40.4,98.75765531,2.92,48.25621663,99.02908751,98.91015142
1.8,94.25266744,99.27452548,40.5,98.72176559,2.52,48.70764521,98.75861212,98.80682421
2.6,92.63875191,99.29273602,40.5,98.63615769,2.12,46.76303699,98.50735695,98.6903699
0,86.7210616,99.31431633,40.3,98.54858265,2.19,45.54277497,98.30934061,98.57234296
-1.6,90.59445889,99.34108925,40.4,98.47747061,2.71,47.87475011,98.17834641,98.46638433
6.2,93.28431812,99.37276438,40.5,98.43584064,2.79,47.52484613,98.09035352,98.38541125
5.6,88.65776024,99.40977481,40.3,98.44191329,2.81,47.34989414,98.02625863,98.33797828
-0.2,85.96790101,99.45382544,40.3,98.46994098,2.64,44.3759913,97.99584007,98.33093781
-7.2,83.49323052,99.50894932,40.4,98.49733768,2.56,44.24552657,98.02797609,98.36964986
-7,92.53115754,99.57659171,40.1,98.53336807,2.7,46.62976254,98.14698796,98.45524804
0,99.09441406,99.65731807,40.2,98.58674822,2.31,49.36493271,98.34759557,98.58580642
1,96.5121492,99.74760191,40.3,98.66282363,2.11,52.29275612,98.6055593,98.75404331
4.6,97.80328163,99.84232844,40.1,98.76170119,2.97,52.14393454,98.90791621,98.94167254
11,96.08177172,99.93728706,40.2,98.88564589,3.42,52.26896714,99.24487035,99.1267392
8.8,94.36026181,100.029058,40.5,99.02715435,3.26,53.80063996,99.60585898,99.28951324
14.4,96.40455483,100.1135716,40.6,99.15383407,3.28,55.20531337,99.97158772,99.41853665
21.2,100.815924,100.1877921,40.9,99.24010433,3.3,56.13242779,100.3121928,99.50857343
26.2,99.63238591,100.249978,40.7,99.29484776,3.29,58.51984811,100.5976177,99.5608885
25.8,111.6829553,100.3029112,40.9,99.33600949,3.15,61.47464484,100.812547,99.58623624
24.4,101.5690846,100.352387,41,99.38130929,3.07,62.40278949,100.9412518,99.59867503
24.6,103.0754057,100.4037772,40.9,99.4184389,2.83,61.57738699,101.001002,99.61131647
26,101.3538958,100.4575651,40.7,99.42139428,3.35,61.84449784,101.0027562,99.63303901
25.8,97.05012104,100.5152225,41.1,99.40200898,3.72,59.72372009,100.9646753,99.66953005
23,102.860217,100.5793015,40.8,99.38237002,3.7,61.33125539,100.8952339,99.72369998
23,104.043755,100.653341,40.8,99.37100555,3.24,60.38981139,100.7999314,99.79506022
19.2,103.1830001,100.7371315,40.8,99.37714518,2.85,59.49894237,100.6935007,99.88151701
16,101.3538958,100.8312606,40.7,99.41653211,2.52,61.34567862,100.6002321,99.97995999
13.6,98.66403658,100.9375012,40.6,99.48229664,2.34,61.89984935,100.5368993,100.0858051
13.8,99.84757464,101.0552543,40.5,99.57446723,2.26,64.97321633,100.5112944,100.1933684
17.2,104.4741325,101.1861724,40.6,99.66512692,2.07,66.849361,100.4994169,100.2957637
12.6,102.7526226,101.3253805,40.7,99.74413632,1.94,66.09673028,100.468857,100.3847427
11.2,101.2463014,101.4679673,40.7,99.81639374,1.67,67.84699943,100.4134729,100.4530269
10.6,99.63238591,101.6120198,40.4,99.90186217,1.87,68.08076825,100.3434057,100.4976893
7.6,94.36026181,101.7607119,40.4,100.0384803,1.55,66.29041375,100.291294,100.5251045
3.6,93.49950686,101.9115409,40.4,100.2087901,1.14,66.47941434,100.2801103,100.5452473
8,103.2905945,102.0618592,40.4,100.3607952,0.96,67.79820393,100.3078095,100.567364
12.8,103.8285663,102.2075093,40.4,100.494096,0.92,69.14153176,100.3517905,100.5963285
7,95.86658298,102.3434879,40.5,100.6715897,0.76,70.08316307,100.4151078,100.6350651
16,82.74006994,102.4640641,40.7,100.8884424,0.58,71.0115887,100.5101547,100.6866354
16.2,79.83502197,102.5631324,41,101.1338475,0.68,69.0557416,100.64716,100.7557891
14.6,87.79700529,102.6360204,40.9,101.3640107,0.54,71.11320696,100.8125854,100.8451891
11.2,98.44884784,102.6780752,40.8,101.5244486,0.31,72.95638423,100.9702352,100.9505453
9.6,98.12606474,102.686755,41,101.6112029,0.13,74.89481105,101.0916733,101.0544509
10,93.28431812,102.6581446,41,101.6632004,0.08,75.36824912,101.1679597,101.1356317
8.6,95.65139424,102.5959985,41.1,101.6630501,0.13,76.5587281,101.1940755,101.1785187
11.8,94.03747871,102.5090871,41.2,101.606582,0.2,78.15820886,101.1672953,101.1846428
7.6,85.10714606,102.4060158,41.1,101.538556,0.17,78.190427,101.1100973,101.164753
5.4,91.34761947,102.2928073,41.2,101.4920534,0.12,74.79094502,101.0581151,101.1337525
6.8,91.13243074,102.1771189,41.3,101.4849782,-0.15,75.96100669,101.0288312,101.1077484
7,88.22738277,102.0658579,41.2,101.5612962,-0.37,77.68767417,101.0413958,101.0999351
3.8,91.88559132,101.9646754,41.1,101.702749,-0.53,78.53901977,101.1014101,101.1164013
2.2,100.7083296,101.8758574,41.1,101.8277762,-0.52,81.02309451,101.1901091,101.150882
-0.6,99.09441406,101.8026417,41,101.9557523,-0.65,82.98521665,101.2948524,101.1926863
3,98.66403658,101.7425962,41.1,102.0701841,-0.68,85.1180762,101.4065517,101.2335439
-1.4,104.2589438,101.6916416,41,102.1663661,-0.49,85.53719299,101.5143236,101.2741643
3,98.23365911,101.6486222,40.9,102.275154,-0.54,87.57292983,101.6188915,101.319663
1.4,95.1134224,101.6071716,41.3,102.4101781,-0.7,85.42087052,101.7265148,101.3752474
5.6,93.7146956,101.560993,41.3,102.5442889,-0.56,89.44111362,101.8284128,101.4417932
5.6,95.00582803,101.5046635,41.1,102.647092,-0.5,92.02118717,101.9056672,101.5174084
6.8,91.77799695,101.4348119,41.4,102.7359678,-0.15,92.69252328,101.9455802,101.5984397
4.6,97.26530978,101.348186,41.3,102.8207272,-0.26,93.5409655,101.9335049,101.6800548
2.4,89.73370394,101.2447151,41.3,102.8981952,-0.35,88.41668918,101.8666175,101.755994
1,89.73370394,101.1252169,41.3,102.9789664,-0.42,91.48968153,101.7699168,101.8185018
0.8,87.04384471,100.9915788,41.2,103.1024468,-0.23,95.14953103,101.6620441,101.8588874
0,81.87931498,100.8430452,41.3,103.2641825,-0.34,91.09004548,101.5479373,101.8704259
-3.2,81.23374877,100.6805555,41.1,103.4398498,-0.14,91.88257425,101.4381863,101.8530475
1.4,84.35398547,100.5056868,41.1,103.5465353,-0.2,85.92137556,101.3232925,101.820255
-3.4,76.17681341,100.3158843,41.2,103.5615896,0.76,84.64894638,101.1910082,101.7862856
-2.8,74.77808661,100.1080458,41.3,103.4827978,0.9,82.16946086,101.0411551,101.754578
-2.8,67.35407514,99.87879332,41.2,103.2983144,1.4,85.92221848,100.8542746,101.7065234
-0.8,64.3414328,99.62518411,41,103.0104912,1.9,88.26168622,100.6021613,101.6116191
0.4,60.68322424,99.34651191,41.1,102.5920986,2.1,84.26326528,100.250992,101.4389783
0,65.84775397,99.04453787,41,102.0011119,2,78.95064396,99.77021799,101.1723171
-0.2,67.78445261,98.72820389,40.9,101.2294377,1.89,78.31817567,99.1464526,100.8072203
-13,75.63884157,98.40905736,40.5,100.2822487,1.88,74.0719373,98.39204349,100.3550716
-22.2,61.97435668,98.09967091,40.5,99.18734858,2.84,57.41562758,97.56277247,99.85375359
-27.6,59.49968618,97.81377378,40.1,98.0590669,3.14,51.77960732,96.76901871,99.35020999
-35.2,64.66421591,97.56595913,39.8,96.99465776,2.26,51.73661858,96.10138065,98.88700344
-28.8,65.84775397,97.36806831,39.7,96.07895984,2.37,51.37847276,95.61716926,98.48957959
-28.6,60.57562988,97.22608497,39.6,95.4061509,2.65,47.38304886,95.34994787,98.17320734
-27.2,61.65157357,97.13851193,39.3,94.98698461,2.64,44.39097649,95.31563094,97.94506388
-19.2,70.04393437,97.10469374,39.4,94.79784396,2.78,50.01416568,95.50485704,97.8004007
-13.6,73.91733166,97.12040383,39.3,94.78543695,3.11,54.52264472,95.85586814,97.73159135
-9.4,76.17681341,97.1763257,39.6,94.90810184,3.51,56.05993698,96.30467703,97.73100151
-1.8,71.01228369,97.26241711,39.9,95.13649644,3.4,56.34072181,96.79517586,97.78832511
5.6,70.68950058,97.36995402,40,95.42559245,3.43,61.60014573,97.29077448,97.89348736
4.8,79.08186138,97.49178847,40.1,95.74738901,3.25,63.97417304,97.76376975,98.03528308
10.4,75.96162467,97.62219918,40.2,96.09979242,3.27,65.43232482,98.19785939,98.1964465
7.4,72.51860486,97.75628761,40.5,96.48926278,3.28,66.37180201,98.59512182,98.36054835
9.8,78.00591769,97.88658687,40.6,96.92927879,3.47,67.1647054,98.96003483,98.51740877
16.8,80.05021071,98.00632655,40.9,97.40561957,3.62,67.98261532,99.27493398,98.66819041
14.2,79.18945575,98.10852997,40.5,97.83907472,3.56,65.13093536,99.50843433,98.81909604
20.8,79.18945575,98.18860988,41,98.20563286,3.57,68.83686429,99.66393578,98.97528668
19.2,77.68313458,98.24411468,41.1,98.50564523,3.65,71.22053831,99.72638356,99.1345758
15.6,79.18945575,98.27530005,41.4,98.75046932,3.22,65.55707645,99.70493478,99.29034551
10.6,81.77172061,98.28889946,41,98.9450959,3.02,63.38497445,99.63495042,99.4340696
10.2,72.94898234,98.29200518,41.1,99.12109187,2.83,63.66210664,99.57445463,99.55791977
10.4,74.1325204,98.2887798,41.2,99.28805832,2.51,64.83235563,99.56878158,99.65425753
10.6,73.37935981,98.28153335,41.4,99.43140364,2.46,66.91848015,99.62899169,99.71636648
13.8,72.84138797,98.2746498,41.2,99.52926689,2.35,70.0758578,99.744179,99.74097188
16.4,77.03756837,98.27395701,41.3,99.61517853,2.57,71.24582581,99.90597252,99.72812435
17,80.15780507,98.28332692,41.3,99.70272749,3.11,73.43909437,100.0785772,99.68356657
18.6,79.83502197,98.30519299,41,99.80679436,3.22,75.83662968,100.2250133,99.62356386
19.8,83.38563615,98.33866785,41.4,99.90507256,3.42,78.38195634,100.3133677,99.5663182
18.4,72.62619923,98.38704816,41.4,100.0026022,3.27,77.49942284,100.3115359,99.52436385
18.8,75.10086972,98.45035425,41.4,100.0669507,3.36,79.343724,100.2173115,99.49664095
7.8,79.94261634,98.52996353,41.5,100.1228074,3.08,78.79451711,100.041077,99.47788994
12.4,76.929974,98.62542155,41.4,100.1845658,2.91,75.9440547,99.8026152,99.46679057
5.8,68.5376132,98.73430861,41.5,100.2813915,2.93,77.67409385,99.54651399,99.47324928
5.6,59.93006366,98.85467113,41.4,100.4071034,2.2,68.76671492,99.3301018,99.51084523
5.4,63.91105532,98.98587075,41.4,100.5443946,1.9,66.55733728,99.21624434,99.58786698
2.8,65.52497086,99.12464463,41.5,100.7254307,2.08,67.94889866,99.23272854,99.69590523
3,68.96799068,99.26874113,41.5,100.930384,1.93,68.64421106,99.3614904,99.81865113
5.2,75.20846409,99.41379511,41.6,101.1129694,1.91,69.36818262,99.5555341,99.93824494
6.2,80.69577692,99.5586045,41.8,101.214764,1.89,72.31305167,99.74952947,100.0404017
7,81.01856003,99.7035312,41.8,101.2079303,1.87,75.6141934,99.885558,100.1140419
7.2,81.98690935,99.85152852,41.6,101.0994476,2.04,76.48754849,99.93930975,100.15199
8.6,82.20209809,100.0032969,41.7,100.930708,1.91,75.34689523,99.91414661,100.1535225
6.8,85.3223348,100.1582565,41.6,100.7293662,1.64,72.17181634,99.83114418,100.1213778
1.4,78.75907827,100.3173325,41.7,100.52461,1.46,70.76199177,99.72685669,100.0611908
0,77.79072895,100.4784876,41.7,100.3489098,1.37,72.79950811,99.64724917,99.98316843
1.4,79.94261634,100.6390923,41.5,100.2333752,1.55,75.03520347,99.6166138,99.89946649
3.6,84.24639111,100.7934394,41.5,100.2447558,1.58,77.42224915,99.64635592,99.82272553
1,88.87294898,100.9319619,41.5,100.3423985,1.59,77.60918929,99.71274744,99.76490248
-2.4,88.98054335,101.046715,41.5,100.4907744,1.49,76.13492844,99.79928739,99.73491952
-0.4,78.43629517,101.1337406,41.7,100.6615766,1.56,78.39356986,99.90828441,99.7348384
5.8,79.40464449,101.1874919,41.6,100.8030122,1.77,81.92726287,100.0352465,99.75389057
9.2,83.49323052,101.2089416,41.9,100.9137792,1.83,83.34364345,100.165067,99.77793616
5,84.56917421,101.199277,41.9,100.9861017,1.82,84.6809772,100.2742012,99.79736197
0.8,82.20209809,101.1651626,41.8,101.0704389,1.61,85.15525818,100.3763814,99.81446049
0.4,90.917242,101.1190598,41.7,101.1527024,1.82,88.41659553,100.4775683,99.83651214
4.6,90.48686452,101.0681358,41.8,101.1862889,2.21,86.20319063,100.5573842,99.86890686
7.6,91.56280821,101.0194724,41.7,101.16203,2.49,88.49966962,100.6054917,99.90778438
11.2,88.33497714,100.976598,41.9,101.1704455,2.66,88.94304367,100.6335187,99.94372695
10.8,83.38563615,100.9407951,41.8,101.2105388,2.73,90.11507214,100.6446422,99.96484308
10.8,78.75907827,100.9115696,41.9,101.2366782,2.53,92.1681356,100.6476979,99.95993499
12,80.80337129,100.884211,42,101.2365793,2.64,94.6492133,100.6508983,99.92316508
11.8,88.76535461,100.8525143,41.9,101.1881825,2.81,95.09108883,100.6445296,99.86043178
4.2,87.36662781,100.8180593,41.6,101.1289472,2.79,95.98233247,100.6338326,99.79782852
9.6,87.79700529,100.7851292,41.6,101.116678,2.64,95.36447472,100.6490693,99.76712513
10.2,86.07549538,100.7534814,42,101.1443621,2.64,97.53704501,100.6905059,99.79128391
10.8,90.48686452,100.722742,41.9,101.191842,2.62,98.45526198,100.7420331,99.8676605
11.6,88.1197884,100.6921242,42.1,101.2230993,2.47,99.7269419,100.7873548,99.98045157
10.6,88.76535461,100.6633128,42.1,101.2310949,2.5,102.133843,100.8207723,100.1091419
11.2,87.47422218,100.6377033,42,101.1910251,2.45,102.8773889,100.8379548,100.2342131
16.2,88.76535461,100.6130733,42,101.0873827,2.33,101.528348,100.8412933,100.3404121
11.6,91.02483637,100.5911201,42.1,100.9200059,2.44,102.3879354,100.8319721,100.4201984
14.6,93.49950686,100.5714942,42.1,100.7045932,2.21,98.07210963,100.8067615,100.4784343
15,95.54379987,100.5538739,42.2,100.4746141,2.24,102.2601868,100.7658544,100.5245548
9.8,100.7083296,100.5399904,42.1,100.2666274,2.09,101.3765294,100.7042751,100.5661835
7.8,105.5500762,100.5305762,42,100.1035415,1.77,100.0790937,100.6229594,100.6035567
6.6,102.6450282,100.5276953,42,99.99202192,1.87,102.7755833,100.5278459,100.6323897
4.6,100.0627634,100.535629,41.8,99.93552425,1.93,102.2537244,100.4282227,100.6469821
3.2,103.1830001,100.5506484,41.8,99.89919808,1.82,103.8488033,100.3288708,100.6438717
6.2,97.58809289,100.5642567,41.8,99.87275178,2.08,104.4068139,100.2237632,100.6208232
6.2,103.3981888,100.5727757,41.8,99.86475328,2.23,103.1632312,100.1092684,100.5770435
3.8,100.1703578,100.5715788,41.8,99.84143276,2.19,101.6938406,99.9663038,100.5147802
2,98.87922532,100.5600152,41.8,99.80696275,2.03,98.64014165,99.80579919,100.4379352
0,93.82228997,100.5383367,41.8,99.77407779,2.03,93.22412258,99.65112154,100.3519832
-1.2,96.83493231,100.5077411,41.8,99.75548371,1.95,96.70030996,99.52372305,100.26492
-3.2,98.23365911,100.4726523,41.8,99.73013981,2.14,97.66067275,99.41664335,100.1844585
-4,99.63238591,100.4341494,41.8,99.69558008,2,95.55366264,99.32338332,100.1153261
-3.6,98.98681969,100.3950134,41.9,99.65790169,1.75,89.20781309,99.2473445,100.0561041
-1,98.66403658,100.3574902,41.8,99.5944843,1.4,88.24098794,99.195092,100.0033441
3.6,97.910876,100.3231243,41.8,99.52238363,1.53,94.19506866,99.17562052,99.95493111
1.6,95.75898861,100.2929933,41.8,99.43628432,1.44,96.83751802,99.173046,99.91294911
2.6,101.8918677,100.2667138,41.9,99.32477022,1.44,96.83658145,99.17300727,99.88100397
6.4,100.6007352,100.2441897,41.8,99.227341,1.26,97.52458857,99.1698367,99.86108965
5.2,96.83493231,100.2234167,42,99.20515845,1.11,99.99920391,99.18000703,99.84973495
-1.2,96.61974357,100.2030049,41.8,99.24770149,1.16,101.0479793,99.21568801,99.84121888
3,98.12606474,100.1838074,41.9,99.32419129,1.23,100.230163,99.28994093,99.83013487
3.8,93.82228997,100.1656893,41.9,99.40328561,1.36,99.0518595,99.40032541,99.81372148
6.4,100.9235183,100.1430434,41.8,99.43704711,1.73,99.85422229,99.53545505,99.79128916
9.4,105.6576706,100.1158141,41.9,99.46133917,1.95,103.8436521,99.6750808,99.76401389
12,105.9804537,100.0818509,41.9,99.4938176,1.78,105.0235478,99.78865609,99.735148
15.4,103.6133776,100.0416687,41.9,99.54313267,1.76,106.9744311,99.86386658,99.70925521
14.4,104.2589438,99.99708213,41.8,99.60228978,1.69,107.7979604,99.90028236,99.6915575
9.6,104.3665382,99.95384643,42,99.66923385,1.4,107.274322,99.91249899,99.68706929
9.8,104.4741325,99.91664708,41.9,99.72591755,1.39,108.3879083,99.91898783,99.70067912
15.6,102.3222451,99.88883566,42,99.77071568,1.15,109.9261371,99.93310182,99.73627969
12.6,100.4931409,99.86994571,41.9,99.79364359,1.17,111.184705,99.9609752,99.7945925
17.6,104.1513494,99.85978059,42,99.8581682,1.05,110.952622,100.0254297,99.87412111
21.6,102.3222451,99.85724191,41.9,99.97221107,1.05,112.8619214,100.1181574,99.97044704
17.4,108.3475298,99.85900422,42,100.1175905,1.21,115.6323067,100.2282691,100.0739733
16.4,105.9804537,99.85911467,42,100.2815477,1.19,115.9485877,100.340088,100.1734784
19.4,103.1830001,99.85275277,41.8,100.4410085,1.1,119.0448071,100.4507911,100.2591388
18.2,102.9678114,99.83716479,41.9,100.57693,1.17,124.2431664,100.5602203,100.3258299
21.6,107.2715861,99.80858838,42.2,100.7209981,1.44,119.4891177,100.6603329,100.3712319
18.6,109.1006904,99.76480071,42.2,100.8531828,1.33,118.0817282,100.7256106,100.3952837
14.6,106.3032368,99.70537361,42.3,100.9384088,1.18,117.4013074,100.7485295,100.4011601
17.4,105.4424818,99.63225521,42.1,100.9809769,1.28,118.3035089,100.7376836,100.3921143
20.4,105.6576706,99.54836526,42.2,100.9810376,1.09,118.5999345,100.6992172,100.3696537
16.2,105.3348875,99.46000787,42.2,100.9528893,0.98,119.5295777,100.635077,100.3328235
22.6,103.5057832,99.37152042,42.1,100.916003,0.98,121.2815327,100.5477669,100.2804556
19.6,107.7019636,99.28604091,42,100.8396182,1.05,122.2611889,100.4237125,100.214474
15.4,106.0880481,99.20825411,42.1,100.7098393,0.96,117.4184467,100.2577665,100.144328
18.6,104.90451,99.14390597,41.9,100.5483941,0.92,115.5293773,100.0644993,100.0826283
8.6,105.765265,99.0983297,42.1,100.368001,0.56,108.7552325,99.86458476,100.0411736
13.2,98.12606474,99.07531301,42,100.1588678,0.31,111.1661608,99.67846204,100.026466
8.2,100.9235183,99.07449845,41.7,99.93837234,0.28,117.223452,99.52255239,100.0420589
10.6,105.8728593,99.0958233,41.7,99.72908177,0.16,118.282998,99.39840449,100.0890151
5.6,104.5817269,99.13658885,41.6,99.5197828,0.11,121.0378362,99.28609564,100.16422
4.2,107.5943692,99.19309405,41.6,99.32157756,0.01,118.642455,99.18204349,100.2623899
3.4,105.6576706,99.26221059,41.7,99.16153047,-0.31,120.1734722,99.08659758,100.3760702
2.4,105.8728593,99.3421731,41.5,99.041295,-0.34,123.430033,99.00670631,100.4940045
-1.8,96.61974357,99.42999349,41.5,98.94013962,-0.5,118.2840282,98.95328608,100.6047659
-4.4,100.2779521,99.5207448,41.4,98.85237096,-0.34,121.7589044,98.95262586,100.700119
-3.4,102.7526226,99.61136839,41.4,98.78916224,-0.12,121.3509328,99.00222652,100.7789281
-3.8,104.1513494,99.69793291,41.4,98.76702065,0.26,125.8870408,99.07917249,100.8423312
-5.6,106.8412086,99.77571236,41.4,98.80831471,0.31,128.5203117,99.15397732,100.8901228
1.8,107.3791805,99.83946795,41.3,98.88483098,0.21,130.9052033,99.19200529,100.9182812
0.2,108.6703129,99.88943747,41.5,98.92441304,-0.08,128.6935779,99.16587094,100.9194083
-1.8,95.86658298,99.93133864,41.2,96.38096742,0.22,100.4580314,97.91264367,95.57894802
-17,77.25275711,96.55890428,38.4,93.0489209,0.61,101.8040753,93.40036059,93.23745063
-13.8,77.79072895,97.61730926,39.4,94.90622864,0.62,105.6555478,94.92004614,92.03043901
5.2,84.03120237,99.14581515,39.9,96.52474901,0.65,113.1662142,96.57372334,93.92283175
7.6,78.00591769,100.1326434,40.7,98.48145835,0.53,115.0943387,97.96067949,95.79592171
10.8,79.7274276,100.1984405,41.1,98.49819948,0.55,120.6380128,98.60253165,97.64650359
11,86.50587286,100.2705668,41.2,98.59819281,0.59,119.7455516,98.86027202,97.79244097
17.4,88.01219403,100.3463646,41.3,98.75952621,0.7,121.4710952,99.17934385,97.93888582
14.6,82.74006994,100.4218479,41.3,98.95870367,0.78,128.247956,99.53193186,98.09677753
20.4,86.82865597,100.4938023,41.4,99.1820838,0.84,134.5940866,99.90528132,98.37775742
18.6,84.99955169,100.5596621,41.6,99.40416636,0.99,138.8357357,100.2415096,98.6775108
21.6,82.63247557,100.6203014,41.4,99.58993056,1.18,142.3429237,100.5785032,98.96553214
27.9,91.34761947,100.6784754,41.6,99.73605306,1.54,144.9648621,100.8735938,99.18285066
22,95.00582803,100.7329914,41.6,99.85130162,1.57,150.2860062,101.1200636,99.36457893
23.8,89.19573209,100.7860062,41.6,99.95121464,1.56,153.5066026,101.1925045,99.51667858
22.2,91.99318569,100.8359049,41.4,100.0373554,1.44,155.2178166,101.1989414,99.69485355
20,87.36662781,100.881272,41.5,100.1112634,1.22,154.7849322,101.153983,99.88667357
19.2,75.63884157,100.9218871,41.4,100.182923,1.19,156.6077858,101.0879493,100.0812504
21.4,78.3287008,100.9565233,41.4,100.2552866,1.29,155.1209749,101.0321975,100.2619995
20.8,77.14516274,100.9820905,41.3,100.3466221,1.5,156.8541047,100.9915668,100.3991466
21.6,72.51860486,100.9926018,41.4,100.4551576,1.48,159.9428315,100.9584607,100.4614802
17.2,75.96162467,100.9799886,41.4,100.5633977,1.39,157.3382198,100.9148586,100.4313061
15.2,72.30341612,100.9379027,41.1,100.6455784,1.68,158.1003099,100.842677,100.3245857
16.8,67.56926388,100.8639285,41.5,100.6883219,1.85,155.2734491,100.7346207,100.1727651
14,63.91105532,100.7569267,41.5,100.7088114,1.93,152.9557099,100.5773185,100.0100087
11.8,70.15152874,100.6208335,41.3,100.7220177,2.42,153.5938913,100.3698226,99.86384656
12.2,62.83511163,100.4619265,41.2,100.7152387,2.13,144.4182776,100.1154847,99.75415701
6.2,53.79718461,100.2919997,41,100.6843121,1.93,139.7295081,99.85154428,99.69104978
5.4,55.41110015,100.1209505,41.1,100.6226514,1.22,137.4873504,99.62102804,99.67014953
5.8,62.61992289,99.95786325,41,100.5403035,0.57,144.2186001,99.43736485,99.68077858
2,63.05030037,99.80632835,41.1,100.4482545,0.96,135.1334594,99.28658608,99.71102159
0.4,64.3414328,99.66921143,41,100.3546583,0.9,131.9778613,99.16006659,99.75050197
-2,61.11360172,99.54820435,40.8,100.2684183,0.11,142.0908917,99.05987904,99.79136037
-3.2,64.23383843,99.4440812,40.6,100.2129532,-0.48,143.1929581,98.99737225,99.82856209
-5.2,69.82874563,99.35664557,40.9,100.1768803,-0.8,147.0180192,98.96816558,99.8600891
-4.6,71.98063301,99.28325411,40.7,100.1775565,-0.82,148.2392178,98.9567266,99.88584124
-7.4,66.70850892,99.2187353,40.6,100.2369375,-0.99,141.1345562,98.966401,99.90692275
-5.8,68.5376132,99.15950916,40.7,100.332756,-1.37,145.1760595,99.01366339,99.92532186
-6.2,63.48067784,99.1010428,40.7,100.421441,-1.49,142.470766,99.09775974,99.9430442
-8,69.07558504,99.03778062,40.8,100.4706129,-1.33,145.8343772,99.2107307,108.7399359
-7.2,76.929974,98.96959377,40.7,100.4609701,-1.22,150.7520454,99.32253553,108.9368814
-4.8,74.67049224,98.89734516,40.7,100.4399204,-1.16,149.6733933,99.41503524,109.1341803
